Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ATR_14,ret,trend,vol_ann,high_vol,regime_scalar,base_lev,target_exposure,rebalance_flag,position,position_lag,turnover,tcost,BT_ret_net,BT_equity,equity_bh,dd_strat,dd_bh
2016-02-16,35.612918853759766,35.88199996948242,36.14400100708008,35.50899887084961,35.932498931884766,43444000,,,,64.71902362833816,-0.8458662641154717,-0.6284433233210239,-0.2174229407944478,,,,,0.015207263174366714,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9310687733509873,0.0,-0.08102089353778164
2016-02-17,36.32403945922852,36.5984992980957,36.6879997253418,35.830501556396484,36.34999847412109,49154000,,,,68.27705211960992,-0.7557528984965174,-0.6539052383561226,-0.10184766014039481,,,,,0.01996805171709992,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9496604027694365,0.0,-0.06267067121300973
2016-02-18,35.606468200683594,35.8754997253418,36.79999923706055,35.77750015258789,36.698001861572266,47276000,,,,61.53352544727323,-0.7337808418015328,-0.6698803590452047,-0.06390048275632809,,,,,-0.019754720819262328,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9309001266396181,0.0,-0.08118735041890335
2016-02-19,35.83473587036133,36.105499267578125,36.20149993896485,35.65599822998047,35.79499816894531,34918000,,,,62.79247170607998,-0.6899947058775808,-0.6739032284116799,-0.016091477465900894,,,,1.2842758723667689,0.00641084839954309,0,,0,0.3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.9368679862266202,0.0,-0.07529698181485645
2016-02-22,36.17913818359375,36.45249938964844,36.74250030517578,36.17250061035156,36.47549819946289,37516000,,,,64.67118379439654,-0.6203524523929573,-0.6631930732079354,0.04284062081497808,,,,1.291223253522601,0.009610851171845125,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9458720850099105,0.0,-0.06640979872892294
2016-02-23,35.595542907714844,35.864498138427734,36.54499816894531,35.78350067138672,36.30500030517578,41332000,,,,59.214970750865525,-0.6052744985660752,-0.6516093582795633,0.04633485971348816,,,,1.183616093226842,-0.0161307124818012,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9306144943620538,0.0,-0.08146927384145364
2016-02-24,35.77469253540039,36.04499816894531,36.06100082397461,35.10100173950195,35.53049850463867,37092000,,,,60.321652904534226,-0.5722724334041018,-0.635741973304471,0.06346953990036919,,,,1.0551518031529024,0.0050329230305605765,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.935298205483302,0.0,-0.07684637939549277
2016-02-25,36.18262100219727,36.45600128173828,36.47549819946289,35.6614990234375,36.14649963378906,36146000,,,,62.797089635814594,-0.5073531891776923,-0.6100642164791152,0.1027110273014229,,,,1.0324374607631144,0.011402710628280577,0,,0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9459631402715782,0.0,-0.06631992579429002
2016-02-26,35.97121047973633,36.24300003051758,36.80799865722656,36.09700012207031,36.68000030517578,42474000,,,,60.68408553340624,-0.46757338778148494,-0.5815660507395892,0.11399266295810428,,,,0.9882946014404302,-0.005842874744980686,0,,0,0.3,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.0,1.0,0.9404359961296028,0.0,-0.0717753015197583
2016-02-29,35.59206771850586,35.86100006103516,36.52999877929688,35.84199905395508,36.04999923706055,45068000,35.94788665771485,,,56.98109607958195,-0.4613234116543339,-0.5575175229225382,0.09619411126820432,38.06383635684171,35.94788665771485,33.83193695858798,0.9570443289620546,-0.010540172437178641,0,0.2658944120326868,0,0.3,0.6769604469080468,0.20308813407241402,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9305236385642669,0.0,-0.08155894990218826
2016-03-01,36.830223083496094,37.10850143432617,37.11650085449219,35.93199920654297,36.06499862670898,60112000,35.876922607421875,,,64.5819065217553,-0.3523992313087234,-0.5164938645997752,0.16409463329105178,37.749003448108624,35.876922607421875,34.004841766735126,0.9500037602015914,0.03478739630365624,0,0.298562844138688,0,0.3,0.6028881474494081,0.18086644423482243,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9628941331489222,0.0,-0.0496087771108894
2016-03-02,36.69673156738281,36.9739990234375,37.15599822998047,36.66249847412109,37.14350128173828,36292000,35.77412433624268,,,63.28366531104581,-0.27369272398933475,-0.4679336364776871,0.19424091248835235,37.13816789446413,35.77412433624268,34.410080778021225,0.8871928623744435,-0.0036245101152564407,0,0.2933708137723114,0,0.3,0.6135579667434136,0.18406739002302405,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9594041136234029,0.0,-0.053053479711701934
2016-03-03,36.30519104003906,36.579498291015625,37.04999923706055,36.48149871826172,36.9739990234375,40534000,35.729982948303224,,,59.505267503994425,-0.2401430782823084,-0.4223755248386114,0.182232446556303,36.95101663346405,35.729982948303224,34.5089492631424,0.852335793631419,-0.010669629436201977,0,0.25958703997513405,0,0.3,0.6934090392850208,0.20802271178550624,0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9491676272514734,0.0,-0.06315704817907897
2016-03-04,36.23719787597656,36.51100158691406,36.75,36.28099822998047,36.7400016784668,48516000,35.73045425415039,,,58.84818135150928,-0.21654502617743532,-0.38120942510637623,0.1646643989289409,36.95230395862958,35.73045425415039,34.5086045496712,0.8324892861502526,-0.001872822098292093,0,0.24267321491040683,0,0.3,0.7417382263075663,0.22252146789226987,1,0.22252146789226987,0.0,0.22252146789226987,0.0001557650275245889,-0.0001557650275245889,0.9998442349724754,0.9473900051441734,-0.0001557650275245681,-0.06491158836187838
2016-03-07,35.37273406982422,35.63999938964844,36.36050033569336,35.25699996948242,36.25749969482422,61690000,35.75288467407226,,,51.119278242848445,-0.2645488499344637,-0.35787731007199375,0.09332846013753004,36.92798509967813,35.75288467407226,34.57778424846639,0.83527183532715,-0.023855702339651397,0,0.22164458203451584,0,0.3,0.8121109857400859,0.24363329572202574,0,0.22252146789226987,0.22252146789226987,0.0,0.0,-0.005308405902220286,0.9945366559342467,0.9247893511818932,-0.005463344065753328,-0.08721877917117482
2016-03-08,35.40896224975586,35.67649841308594,36.11249923706055,35.20000076293945,35.41949844360352,52530000,35.77613410949707,,,51.40730984790456,-0.29625388439417577,-0.3455526249364302,0.049298740542254416,36.90118142891724,35.77613410949707,34.6510867900769,0.823658806937083,0.001024183764255504,0,0.2216460623289739,0,0.3,0.812105561942438,0.2436316685827314,0,0.22252146789226987,0.22252146789226987,0.0,0.0,0.00022790287461356523,0.9947633136970426,0.92573650542073,-0.005236686302957372,-0.08628392346448466
2016-03-09,35.99850845336914,36.27050018310547,36.3120002746582,35.632999420166016,35.75849914550781,39544000,35.83665218353271,,,55.95561029922498,-0.27068857168099214,-0.33057981428534255,0.059891242604350414,36.86389248314889,35.83665218353271,34.80941188391654,0.8151258741106321,0.016649632357337518,0,0.22764570981658022,0,0.3,0.7907023600182513,0.2372107080054754,0,0.22252146789226987,0.22252146789226987,0.0,0.0,0.003704900632021378,0.9984488129266704,0.9411496778957515,-0.001551187073329574,-0.07107088671117945
